RegionID,RegionName,SizeRank,X1996.04,X1996.05,X1996.06,X1996.07,X1996.08,X1996.09,X1996.10,X1996.11,X1996.12,X1997.01,X1997.02,X1997.03,X1997.04,X1997.05,X1997.06,X1997.07,X1997.08,X1997.09,X1997.10,X1997.11,X1997.12,X1998.01,X1998.02,X1998.03,X1998.04,X1998.05,X1998.06,X1998.07,X1998.08,X1998.09,X1998.10,X1998.11,X1998.12,X1999.01,X1999.02,X1999.03,X1999.04,X1999.05,X1999.06,X1999.07,X1999.08,X1999.09,X1999.10,X1999.11,X1999.12,X2000.01,X2000.02,X2000.03,X2000.04,X2000.05,X2000.06,X2000.07,X2000.08,X2000.09,X2000.10,X2000.11,X2000.12,X2001.01,X2001.02,X2001.03,X2001.04,X2001.05,X2001.06,X2001.07,X2001.08,X2001.09,X2001.10,X2001.11,X2001.12,X2002.01,X2002.02,X2002.03,X2002.04,X2002.05,X2002.06,X2002.07,X2002.08,X2002.09,X2002.10,X2002.11,X2002.12,X2003.01,X2003.02,X2003.03,X2003.04,X2003.05,X2003.06,X2003.07,X2003.08,X2003.09,X2003.10,X2003.11,X2003.12,X2004.01,X2004.02,X2004.03,X2004.04,X2004.05,X2004.06,X2004.07,X2004.08,X2004.09,X2004.10,X2004.11,X2004.12,X2005.01,X2005.02,X2005.03,X2005.04,X2005.05,X2005.06,X2005.07,X2005.08,X2005.09,X2005.10,X2005.11,X2005.12,X2006.01,X2006.02,X2006.03,X2006.04,X2006.05,X2006.06,X2006.07,X2006.08,X2006.09,X2006.10,X2006.11,X2006.12,X2007.01,X2007.02,X2007.03,X2007.04,X2007.05,X2007.06,X2007.07,X2007.08,X2007.09,X2007.10,X2007.11,X2007.12,X2008.01,X2008.02,X2008.03,X2008.04,X2008.05,X2008.06,X2008.07,X2008.08,X2008.09,X2008.10,X2008.11,X2008.12,X2009.01,X2009.02,X2009.03,X2009.04,X2009.05,X2009.06,X2009.07,X2009.08,X2009.09,X2009.10,X2009.11,X2009.12,X2010.01,X2010.02,X2010.03,X2010.04,X2010.05,X2010.06,X2010.07,X2010.08,X2010.09,X2010.10,X2010.11,X2010.12,X2011.01,X2011.02,X2011.03,X2011.04,X2011.05,X2011.06,X2011.07,X2011.08,X2011.09,X2011.10,X2011.11,X2011.12,X2012.01,X2012.02,X2012.03,X2012.04,X2012.05,X2012.06,X2012.07,X2012.08,X2012.09,X2012.10,X2012.11,X2012.12,X2013.01,X2013.02,X2013.03,X2013.04,X2013.05,X2013.06,X2013.07,X2013.08,X2013.09,X2013.10,X2013.11,X2013.12,X2014.01,X2014.02,X2014.03,X2014.04,X2014.05,X2014.06,X2014.07,X2014.08,X2014.09,X2014.10,X2014.11,X2014.12,X2015.01,X2015.02,X2015.03,X2015.04,X2015.05,X2015.06,X2015.07,X2015.08,X2015.09,X2015.10,X2015.11,X2015.12,X2016.01,X2016.02,X2016.03,X2016.04,X2016.05,X2016.06,X2016.07,X2016.08,X2016.09,X2016.10,X2016.11,X2016.12,X2017.01,X2017.02,X2017.03,X2017.04,X2017.05,X2017.06,X2017.07,X2017.08,X2017.09,X2017.10,X2017.11,X2017.12,X2018.01,X2018.02,X2018.03,X2018.04,X2018.05,X2018.06,X2018.07,X2018.08,X2018.09,X2018.10,X2018.11,X2018.12,X2019.01,X2019.02,X2019.03,X2019.04,X2019.05,X2019.06,X2019.07,X2019.08,X2019.09,X2019.10,X2019.11,X2019.12
395121,"St. Louis, MO",18,97162,97313,97425,97558,97783,98143,98552,98893,99171,99650,100090,100537,100750,101059,101443,101882,102335,102764,103207,103620,104022,104380,104751,105028,105248,105416,105654,105976,106319,106558,106783,107051,107392,107863,108387,108875,109179,109330,109537,109806,110612,111353,111869,111967,112134,112591,113067,113577,114091,114536,115086,115784,116708,117569,118362,119265,120021,120531,120846,121290,121964,122620,123351,124104,124832,125615,126378,127220,128051,128831,129577,130158,130674,131160,131825,132636,133442,134279,135118,136036,136820,137595,138335,138983,139523,140100,140911,141818,142874,144048,145331,146314,147240,147974,148675,149151,149593,150237,151008,152009,152878,153584,154196,154867,155678,156432,157066,157662,158190,158881,159605,160452,161385,162337,163256,164046,164797,165417,165996,166384,166722,166989,167327,167776,168146,168521,168906,169377,169669,169831,169728,169627,169470,169332,169348,169425,169477,169347,169071,168629,168128,167516,167165,166639,165769,164844,164081,163789,163442,163103,162524,161843,161001,160167,159512,159144,158628,157866,156880,156097,155472,154980,154820,155064,155446,155639,155239,154830,154619,154648,154374,153847,153155,152449,151534,150671,149641,148626,147688,146776,145859,144840,144058,143243,142351,141572,140819,140134,139385,138847,138441,138449,138764,139281,139484,139426,139296,139307,139105,139254,139408,140229,140615,141086,141374,141793,142139,142223,142346,142287,142516,142537,142634,142375,142324,142450,143099,144171,145196,145928,146148,146199,146228,146298,146442,146379,146635,147036,147938,148700,149406,149806,150136,150392,150640,150853,151357,151809,152460,153011,153756,154574,155389,156074,156387,156794,157445,158366,159017,159536,160135,160962,161917,162597,163211,163630,164235,164941,165577,166049,166434,166928,167416,168232,169082,170015,170501,170981,171408,171767,172331,172929,173793,174807,176027,177028,177621,178082,178354,178450,178331,178378,178637,178994,179803
394358,"Baltimore, MD",20,144097,143983,143883,144030,143985,144131,144211,144580,144933,145147,145239,145269,145164,145021,144818,144932,145204,145602,145954,146335,146584,147038,147316,147628,147439,147207,146927,146853,147047,147430,147969,148472,149072,149626,150135,150414,150468,150460,150507,150921,151384,152013,152669,153774,154910,155987,156590,157130,157462,157830,158119,158580,159259,160069,160985,161780,162637,163405,163964,164293,164628,164999,165615,166431,167610,168914,170081,171187,172359,173753,175177,176359,177292,178485,179965,181795,183685,185701,187752,189842,192027,194007,195768,197322,198905,200563,202637,205169,208001,210861,213679,216519,219427,222055,224380,226386,228911,232164,235874,239501,244081,248790,253641,258175,262465,266311,268815,271757,275385,279968,285121,290998,297657,302688,307219,310498,314348,317211,319951,322294,325258,328100,330945,333314,334843,336311,337057,337235,337018,336990,337156,337018,336826,336670,336643,336559,336884,336878,336363,334078,331745,329708,328560,327314,325011,322483,319634,316667,313629,310692,308069,305780,303180,300502,297797,295072,292068,288733,286532,285222,284844,283770,282832,281707,280983,280403,279796,279238,279255,279756,279949,279170,277039,274534,271961,269353,266601,264272,262784,261835,260576,259642,258937,257929,256653,255109,254148,252858,251932,250751,250451,250621,251423,252036,252395,252615,252638,252631,252726,253131,253338,253905,254765,256618,258265,260204,261851,263492,264512,265446,266447,268010,268998,269794,270267,270617,271425,271366,271370,270547,270249,269487,269119,268641,268441,268330,268629,269289,269481,269873,269801,269634,269185,269387,269608,269356,269467,269927,271347,272198,273599,274891,275660,276177,276047,276823,277276,278479,279438,280524,281325,282278,284039,285164,285976,285292,284618,284301,284748,285872,287073,288291,289553,291227,292855,294062,294541,294808,294645,294560,294194,294443,294363,294897,295731,296816,297871,298581,298803,298749,298015,297338,296631,296747,297280
394458,"Charlotte, NC",24,119465,119880,120530,121153,121786,122310,122857,123472,124051,124724,125345,125958,126445,127030,127631,128278,129001,129776,130536,131156,131983,132087,132187,131905,132346,132867,133561,134295,134982,135654,136327,136974,137592,138191,138749,139245,139746,140235,140741,141320,141689,142207,142637,143384,144131,144869,145545,146109,146657,147249,147806,148386,148915,149499,150051,150693,151309,152038,152528,152861,152997,153202,153422,153616,153907,154316,154733,155083,155320,155653,155870,156014,156032,156012,156064,156130,156292,156523,156768,156962,157162,157343,157585,157687,157693,157717,157765,157926,158116,158378,158694,159012,159366,159720,159963,160059,160083,160168,160448,160747,161021,161296,161584,161932,162198,162532,162889,163217,163455,163640,164074,164592,165215,165815,166490,167193,167848,168419,168892,169189,169670,170316,171270,172253,173261,174179,174934,175624,176318,176988,177425,178012,178818,179825,180789,181777,182704,183431,183675,183911,183909,184223,184135,184072,183574,183246,182579,181739,180857,180181,179643,178593,176951,174905,173683,173121,172569,171510,170368,169574,168761,168130,167624,167616,167509,167415,166875,166092,165538,165238,164782,163901,162875,161777,160729,159405,158344,157212,156345,155391,154428,153446,152690,152074,151407,150683,149947,149208,148950,148713,148837,148907,149358,149605,149630,149594,149760,149969,150182,150291,150144,150264,150385,151376,152355,153755,155027,156450,157618,158425,159143,159747,160702,161567,162876,163904,164592,164909,164989,164929,164788,164799,164973,165266,165724,166429,167528,169012,170402,171263,171919,172810,174138,175183,175976,176578,176939,177545,178362,179352,180533,181835,183337,184595,185527,186614,187816,189355,190990,192658,193967,195471,196787,198058,199031,199782,201022,202301,204120,205684,207346,208970,210707,212238,213591,214955,216383,218004,219413,220769,221556,222739,223948,225680,226720,227689,228460,229340,230076,230666,231434,232371,233917,235521,237151
395045,"Sacramento, CA",25,148000,147435,146844,146664,146605,146836,147198,147468,147736,147947,148363,148733,148898,149125,149405,150143,150658,151312,151686,152386,153084,154029,154919,155759,156387,156931,157498,158289,159208,160307,161290,161627,161874,162483,163639,164734,165330,165935,166637,167849,169202,170637,171618,172592,173390,174477,175633,177180,178569,180134,181382,183528,185684,188472,191003,193902,196605,199285,202059,205092,208566,212217,216193,220130,223326,226074,228212,230197,232178,233551,235213,236778,238934,241397,244166,247846,252205,256679,260817,264771,268372,271445,274259,277537,281735,285744,289684,293303,297239,300905,304883,307968,311292,314233,318073,322190,325732,330951,337183,346650,355508,364310,371636,378759,384713,390807,396861,402664,408859,414940,422036,428793,434835,440705,444864,447997,450522,451734,452687,452129,452109,451032,450527,449327,447558,443612,436855,430790,423719,418587,414880,412761,410784,406683,401897,397225,392859,388682,381982,373550,366840,358758,351338,340274,331336,322545,314900,308946,303569,296867,291790,286450,283734,279144,274618,270545,268135,265584,263702,260236,257790,255628,254121,253371,251442,250560,249690,249876,249161,249073,248783,248796,247476,244096,241212,239290,239289,237923,235508,232609,229971,226925,223813,221821,220800,220381,218599,217187,215615,215207,214877,215611,216523,217717,218397,220090,222402,225599,229014,232219,236001,240589,246347,252793,259401,267128,275015,282919,288736,294372,298883,303751,307956,311111,313540,314769,315473,315215,315158,312047,311090,310667,313446,315597,315744,317322,319273,322461,325254,326972,328085,327562,327808,328852,332196,335093,338960,342583,345283,347760,349789,352575,354363,355012,356083,357637,360607,363990,366791,371009,374768,378565,380501,382747,385980,387423,387835,388219,390847,394376,398162,401588,405566,408899,411483,412953,413828,413416,412508,411395,411642,412902,414966,417177,418150,418947,420739,422922,423987,422739,421533,421995,423537,426722,429831
394466,"Cincinnati, OH",28,110978,111064,111164,111357,111625,111948,112304,112695,113120,113593,113907,114159,114312,114543,114796,115104,115432,115804,116243,116695,117130,117585,117984,118369,118616,118888,119189,119558,119969,120456,121187,121896,122525,122836,123145,123410,123700,123908,124117,124374,124778,125303,125902,126638,127466,128542,129214,129450,129752,130271,131211,131687,132308,132841,133565,134162,134748,135276,135741,136107,136444,136763,137060,137340,137728,138267,138868,139369,139822,140267,140723,141072,141321,141543,141876,142240,142704,143164,143709,144278,144820,145323,145780,146222,146537,146799,147056,147486,148019,148581,149140,149673,150232,150793,151288,151690,151981,152200,152435,152704,153059,153477,153938,154426,154909,155436,155916,156332,156592,156814,157088,157406,157878,158382,158933,159462,159923,160443,160884,161269,161433,161509,161601,161817,162035,162214,162307,162320,162229,162212,162239,162143,161786,161350,161018,160722,160551,160365,160230,159925,159704,159400,159238,158969,158501,158052,157584,157392,156759,155995,154770,153876,152676,151042,148919,147786,147431,147417,147079,147169,147233,147308,147293,147599,147823,148058,148593,148914,149295,149373,149416,148756,147889,147000,146268,145145,143878,142769,141895,141150,140301,139375,138663,138256,137943,137450,136931,136576,136474,136256,136093,136004,135983,135994,135789,135763,135952,136287,136171,135951,135798,136127,136383,136940,137597,138484,139217,139839,140249,140519,140977,141379,141750,141367,141506,141411,141789,141885,142247,142517,142563,142653,142751,143084,143410,144042,144624,145282,145931,146527,147082,147527,148162,148800,149293,149661,149938,150425,150827,151327,151755,152454,153299,154241,155069,155667,156454,157393,158566,159487,160530,161696,163031,164088,164852,165400,166054,166761,167495,167977,168469,168753,169225,170109,171685,173811,175530,176728,177277,177596,177971,178445,179162,180450,181986,183443,184256,184672,185076,185672,186269,187094,187533,187891,188263
394475,"Cleveland, OH",29,112184,112205,112265,112398,112715,113107,113570,114072,114595,115117,115488,115753,115864,116075,116340,116757,117082,117462,117823,118283,118740,119287,119749,120081,120223,120365,120655,121060,121563,122050,122577,123139,123506,124021,124404,124912,125108,125229,125365,125626,126059,126583,127174,127862,128561,129252,129871,130382,130721,131253,131817,132522,132982,133534,134066,134725,135385,136102,136588,136946,137173,137352,137529,137765,138147,138514,138852,139281,139793,140451,140891,141100,141003,140881,140922,141133,141453,141831,142243,142727,143228,143752,144121,144317,144425,144623,145013,145516,146242,146965,147696,148335,148990,149635,150139,150535,150721,150835,151009,151302,151628,151965,152362,152942,153551,154177,154712,155044,155211,155229,155415,155737,156189,156619,157040,157532,158006,158411,158696,158874,158907,158753,158592,158417,158267,158070,158011,157827,157449,156978,156588,155876,155254,154808,154553,153970,153236,152985,152657,151927,151066,150414,149799,149481,149004,148292,147298,146398,145942,145125,144137,143083,142065,140896,139742,138734,138307,138260,138270,137986,137489,137168,136993,136618,136114,135485,135266,135063,135358,135203,134864,133977,133514,133037,132349,131454,130400,129494,128455,127785,127171,126522,125674,125005,124587,124098,123610,122938,122568,122130,121740,121353,121150,121116,121052,121046,121177,121473,121715,121841,121897,122159,122858,123222,123509,123696,124368,125019,125424,125509,125659,125583,125374,124724,123690,123330,123178,123716,124205,124701,124772,124569,124475,124615,124975,125418,126303,126986,127683,128280,128997,129514,129691,129657,129666,129904,130198,130427,130646,131072,131682,132332,132948,133616,134234,134824,135299,136003,136776,137362,137803,138642,140121,141572,142426,142735,143063,143647,144411,144970,145291,145664,147055,148455,149774,150113,150582,151052,151392,151837,152189,152969,153681,154496,154971,155739,156288,157436,158027,158929,159321,159587,159687,159710,160297
395059,"San Jose, CA",34,274693,274927,275682,277205,279258,281628,284411,286539,288383,289959,291470,293245,295281,298155,301724,306069,310855,315717,319970,323183,325757,326664,327712,328793,331634,335628,340288,345728,350830,356562,361375,363483,363681,364557,366585,368886,370171,372647,376794,381922,387131,390741,395014,399472,404627,409535,413817,419398,428701,438997,452102,463212,477519,490873,504027,515974,525336,534236,541089,548733,554805,559859,561039,561067,560731,560150,556682,548557,539511,531579,529519,530510,533997,539227,544930,551336,554916,557541,559838,562125,560957,559840,559615,559511,558755,556110,556077,556592,559076,563714,567051,570172,573758,579611,584557,588530,595017,604312,615270,624779,634097,642452,652212,663018,674516,684719,694368,707345,717800,730124,737860,750469,759595,769526,774006,775705,778889,781781,784408,778336,776140,777055,781953,785510,783471,787760,788203,789700,790579,788958,789544,788807,789746,790358,787674,787921,788295,788502,783248,776652,767253,756381,741046,726073,717945,712584,704514,693687,683424,671193,660165,654141,660159,670650,681569,679291,675056,669546,672164,673682,670267,668962,671484,682326,686474,691555,692196,706100,709891,713624,704705,697511,694288,695440,695142,688627,680133,675996,669386,666295,662738,657505,660439,660227,664188,655350,647208,648546,648676,650240,652754,660999,674365,686391,698346,710428,718972,726645,737360,750172,767128,783412,795766,808095,818271,833200,846544,855466,858764,859364,866710,867195,879758,892299,913202,920413,921039,916493,913792,919998,927697,940780,950504,964537,974010,980439,987296,1001901,1009066,1009924,998938,992190,995850,1004058,1013785,1020160,1029626,1039801,1047239,1052393,1060535,1055650,1054018,1042481,1045984,1042702,1051304,1057513,1069088,1077714,1090556,1097190,1104485,1108385,1117261,1124955,1140309,1163137,1191605,1220178,1249319,1279651,1312362,1342922,1361490,1381832,1395825,1411070,1398805,1379300,1358351,1345463,1326887,1304652,1286348,1274453,1270234,1264536,1254080,1242650,1232085,1233249,1232819,1238482,1244386
395005,"Providence, RI",38,133660,133259,132949,132720,132769,133052,133561,133938,134243,134450,134334,134011,133634,133743,134199,134626,134868,135060,135189,135475,135735,136667,137430,138064,138089,138168,138432,138831,139405,139935,140608,141263,142007,142654,143376,144022,144786,145591,146669,148051,149250,150320,151122,152625,154289,156242,157779,159293,160545,161133,161509,161946,163084,164405,165802,167251,168816,170452,171925,173449,174978,176754,178627,180730,183185,185547,188157,190442,192892,195029,197130,199206,201422,203967,206813,210072,214065,218847,223166,226734,229439,232231,235482,238984,242225,245421,248948,253066,257146,261050,264901,268564,271959,274505,277503,280355,283696,287252,291370,295490,299346,302841,306502,309528,312414,315063,317704,319975,322667,324843,326735,328124,329970,332460,335024,337000,338046,338188,338361,338987,340185,340564,340296,339040,337535,335485,333730,331873,330368,328533,326786,325324,323687,322787,320575,319249,317398,316251,315552,314954,314244,311831,308897,305969,303439,300851,298062,294895,291556,288307,284954,281585,278027,274399,271423,268428,266164,263810,262056,260565,259751,259416,259519,259983,260237,261047,261390,261768,261734,261734,261714,261479,260998,259912,258323,256512,255419,254063,252940,251131,249470,247670,246443,245133,244081,242771,241767,240009,238585,237158,235855,234683,234009,234022,233824,233768,233861,234157,234377,234599,235556,236962,239483,241356,242706,243622,244563,245488,246617,247674,249231,250341,251074,251775,252423,254046,255543,256725,257139,256967,256543,256273,255990,255748,255949,256987,258054,259293,259493,260227,260824,261854,262452,262495,262880,263725,264990,266173,267933,268603,269885,270604,272188,273310,274411,276112,277169,278259,278515,279826,281393,283369,286202,289231,292527,294481,295054,295010,295399,297397,300010,302186,304101,306435,308485,310131,310897,312249,313331,314058,313742,313433,313539,314126,314551,316073,317876,319446,320035,320522,320425,320467,320520,321947,323038
394862,"Milwaukee, WI",39,114877,114990,115677,116379,117127,117851,118590,119241,119870,120467,120949,121275,121318,121321,121249,121369,121591,121946,122365,122752,123214,123660,124195,124564,124712,124685,124645,124871,125248,125804,126379,127164,127982,129077,130000,130808,131159,131334,131545,131897,132375,132934,133837,134981,136124,137048,137695,138262,138325,138306,138238,138555,139185,139933,140867,141769,142790,143735,144607,145293,145753,146090,146446,147009,147839,148909,150054,151140,152170,153169,154004,154519,154710,154864,155130,155755,156669,157832,159089,160349,161698,162961,164034,164887,165476,166175,167242,168533,170167,171688,173319,174573,175739,176900,177895,178562,179160,180201,181362,183069,184677,186505,188387,190048,191670,192502,193109,193726,194623,195906,197364,199222,201264,203143,204785,206019,206961,207338,207688,207721,207778,207755,207579,207572,207670,208250,208830,209339,209558,210105,210125,210014,209253,208688,208413,208028,207817,207686,207881,207852,207519,207374,206421,204998,202781,201397,200674,200177,199545,198351,196569,194371,192515,188872,187059,185573,186119,185598,185263,184885,185356,185626,185968,185207,184431,184634,185848,187005,187575,187329,186508,185389,183217,180200,177442,175120,173733,172270,171087,169663,168211,166606,165638,164341,163790,163413,163264,163106,162130,161412,160164,159763,159518,160255,161129,162155,162269,162074,161133,160946,160267,160113,158007,158014,159451,162822,164735,165791,166541,167993,168934,169772,169625,169788,170435,171971,172716,173240,173595,174668,174649,173999,173009,173046,173466,174083,175012,175096,176292,176905,178000,177992,178018,178360,178989,180041,180811,181548,182373,183406,184544,185637,186784,187078,187473,187865,188829,189599,190623,191744,192924,193462,194431,195516,197054,197921,198634,198891,199069,199248,200384,202244,204352,206681,208528,209970,210279,210621,210822,211299,211643,212016,212515,212798,214425,216477,218957,220021,220185,220319,220376,220488,220734,221177,222466
394714,"Jacksonville, FL",40,99424,99480,99648,99817,100191,100657,101135,101292,101374,101730,102118,102392,102461,102745,103093,103483,103856,104296,104829,105475,106156,106940,107486,107856,107931,108053,108254,108448,108901,109446,110220,110712,111073,111279,111574,111921,112281,112629,113009,113449,113888,114428,115041,115792,116548,117321,118013,118599,119096,119630,120295,120960,121582,122175,122890,123747,124612,125549,126462,127354,128149,128668,129202,129749,130511,131370,132156,133168,134100,135189,135966,136693,137313,138071,138907,139768,140612,141466,142379,143316,144298,145432,146543,147522,148420,149231,150158,151077,152251,153545,154885,156267,157424,158712,159836,161249,162725,164366,166117,167887,169959,172074,173972,175784,177692,179753,181556,183248,185263,187541,190225,193008,196141,199533,202827,205849,208567,211622,214483,217423,220242,223336,226144,228624,230826,232281,233294,233527,233543,233022,232558,232424,232364,232214,231428,230654,229493,228184,226407,224621,222747,220768,219097,218291,216918,214722,211731,208874,206068,202892,199853,197067,194396,192658,190222,187778,184315,181608,179382,178570,177855,176860,174904,173609,172458,171010,169645,168657,168321,168224,167973,166727,164507,162324,160779,158931,156542,153989,152601,151158,149901,147821,146038,144607,143496,142431,141073,140274,139960,140153,140048,139902,140178,140331,140493,140630,140735,141164,141653,142593,143622,144594,145745,147037,148467,150427,152383,154392,156255,157816,159422,160911,162604,164383,165651,166614,166919,167100,167274,167540,167716,168491,169175,169937,170028,170384,170718,171740,172709,173821,174833,175840,176880,177437,178053,178618,179879,180555,181363,181747,183279,184709,185871,186573,187290,188358,189353,190314,191462,192708,194609,196580,198231,199480,200569,201695,202978,204269,205960,207645,209579,210661,211565,212273,213839,215823,217623,219276,220185,220898,221790,222736,223571,223851,224667,225520,226831,227565,228523,229058,229601,229956,230832,231042,231667
394849,"Memphis, TN",41,98568,99005,99358,99731,100063,100334,100631,100961,101353,101699,102022,102338,102628,102865,103037,103227,103474,104038,104619,105285,105724,106387,106932,107399,107601,107761,107928,107997,108353,108819,109387,109841,110346,110755,111005,111129,111376,111714,112788,113853,114650,114766,114887,115321,115778,116211,116509,116676,116965,117204,117517,117785,118108,118423,118670,118911,119278,119581,119851,119962,120150,120320,120484,120607,120873,121156,121464,121771,121907,122145,122286,122481,122498,122443,122493,122566,122715,122836,123054,123238,123490,123688,123985,124239,124489,124697,124874,124964,125085,125285,125587,125918,126229,126476,126683,126833,126866,126979,127134,127387,127661,127866,128285,128671,129230,129725,130298,130744,131158,131469,131803,132194,132637,133049,133502,134001,134641,135131,135572,135850,136148,136342,136669,137021,137572,138200,138904,139385,139671,139620,139706,139890,140233,140374,140326,140183,140057,139782,139450,138703,137922,136210,134404,132686,131667,130795,129982,129276,128698,127914,127082,126122,125322,124570,123895,123292,122347,121520,120355,119647,118985,118552,118123,117618,117346,117101,117039,117031,117124,117236,117106,116681,115992,115254,114589,113859,113260,112544,111936,111099,110650,110265,110169,109985,109758,109530,109092,108829,108335,108352,108553,108886,108676,108415,108225,108396,108439,108290,107927,107283,106560,106303,106478,107143,107588,107940,108146,108229,108542,109069,109857,110703,111578,112248,112509,112063,111794,111774,112143,112478,112618,112809,112662,112550,112502,113143,113864,114688,114975,115490,115807,115973,116132,116324,116814,117260,117481,117613,117732,118047,118281,118388,118475,118959,119333,119972,120257,121020,121738,122094,122278,122907,124280,125517,126424,127151,128069,128651,129360,129918,130615,131060,131753,132496,133531,134585,135613,136529,137091,138041,138823,139736,140484,141696,142839,143976,144817,145723,146304,146747,147174,147770,148487,149465,150590
394807,"Louisville-Jefferson County, KY",43,91915,92175,92489,92870,93290,93715,94111,94595,95141,95644,95923,96133,96265,96553,96890,97303,97790,98299,98901,99375,99839,100760,101577,102391,102780,103298,103788,104200,104680,105191,105723,106080,106386,106511,106730,106960,107389,107809,108250,108585,108974,109343,109770,110278,110763,111219,111479,111725,111991,112302,112613,113029,113544,114116,114605,115265,115977,117076,118078,119140,119900,120683,121475,122203,122768,123189,123618,124074,124487,124762,124937,125090,125261,125464,125750,126190,126651,127108,127464,127840,128146,128440,128721,129036,129532,129973,130273,130360,130485,130775,131106,131391,131608,131719,131836,131701,131399,131257,131390,131781,131960,132151,132400,132782,133216,133758,134327,135180,136004,136925,137621,138300,138904,139442,139943,140399,140808,141058,141246,141369,141572,141741,141935,142111,142324,142562,142909,143252,143548,143681,143771,143810,143829,143800,143787,143801,143846,143922,144018,144155,144271,144282,144302,143980,143457,142825,142553,142378,142384,142184,142039,141753,141473,141393,141298,141356,141293,140974,140663,140124,139910,139457,139380,139454,139787,140049,139889,139825,139693,139721,139407,139070,138715,138429,137971,137195,136482,135817,135318,134786,134091,133424,132754,132347,132072,132087,131998,132211,132218,132196,132184,132121,132401,132436,132307,132147,131858,131956,132137,132342,132418,132139,132058,132146,132361,132596,133040,133819,134860,135561,136290,136791,137420,137644,137978,137924,138246,138592,139122,139578,139594,139697,139723,140019,140289,140721,140984,141649,142280,142980,143442,143691,144062,144376,144497,144493,144531,144910,145766,146764,147944,148833,149700,150319,150930,151630,152477,153423,154142,154522,154791,155412,156433,157615,158735,159996,160959,161680,162101,162781,163564,164638,165978,167197,168133,168768,169503,170249,170844,171269,171701,171784,172070,172307,173024,173799,174845,175986,176903,177497,177991,178735,179548,180313,181283
394669,"Hartford, CT",44,151177,149917,148900,148988,149105,149257,148620,148211,148921,148016,148862,147294,147348,147101,147449,148745,149034,150109,150428,150841,151330,152046,152385,152634,152402,152560,152720,153017,153486,154094,154977,155786,156465,157088,157549,158200,158792,159555,160302,161218,162171,163101,164078,165251,166589,168047,169521,171046,172386,173037,173625,174166,175327,176486,177649,179032,180283,181790,182740,183860,184736,185888,187047,188012,188997,189923,191387,192984,194676,196081,197158,198150,199164,200258,201353,202611,204409,206829,209470,212001,214001,216070,217947,219672,220609,222004,223528,225675,227448,229446,231354,233161,234559,236316,237948,239868,241294,242971,244710,246909,249517,252003,254846,257463,259975,262029,263778,265908,267653,269319,271139,273813,276623,279482,281996,284680,286383,287832,288564,289195,289926,290922,292398,293235,294431,294897,295147,295257,295428,296071,295956,296342,295819,295444,294500,293547,292966,292264,292114,291709,291492,290489,288505,286494,284319,282603,280885,279506,278205,276640,275172,272993,271275,270025,269594,268404,267269,265740,264558,262750,261635,261044,260904,260146,258596,256796,255772,255977,257063,258198,259058,258850,258483,257665,255927,253908,251463,250379,249220,247137,245722,243637,243344,242013,241225,239433,237749,236268,235471,234705,233904,233266,232147,231351,229920,229188,228278,227937,228329,229606,230807,230966,230211,230369,232055,234539,236436,237312,237910,239061,239642,240035,239621,239623,239597,239855,240082,239960,239529,238951,238071,236864,236025,234873,233972,233125,233029,233505,234253,235553,236652,236913,236586,235951,235742,235147,235120,235038,235614,236371,236674,237318,237197,237570,237497,237294,237039,237219,237430,238788,239636,241138,242263,243345,244033,244223,244775,245053,245140,245159,245125,245832,246179,247209,247891,249124,249862,250008,249554,248864,248272,248114,248303,248572,248745,249083,249752,250072,250604,250339,250168,249777,249856,250138,250346
395022,"Richmond, VA",45,110097,110291,110504,110691,110942,111257,111658,111879,112117,112390,112712,112986,113204,113346,113459,113562,113771,114060,114489,114925,115402,115860,116263,116583,116877,117205,117582,117930,118436,118908,119405,119769,120227,120718,121314,121807,122335,122785,123449,124001,124549,125085,125783,126522,127295,128174,129205,130120,130389,130582,130685,131339,131875,132397,132783,133297,133924,134582,135067,135362,135705,136063,136638,137240,137893,138543,139292,140106,141000,141865,142724,143306,144021,144685,145708,146523,147402,148179,149163,150188,151199,152158,153109,154043,154995,155970,157023,158111,159378,160723,162107,163308,164555,165716,166883,168068,168403,169307,170608,173182,175578,178027,180169,182126,183745,185285,186805,188589,190945,193376,195904,198565,201710,204682,207122,209038,210536,212014,214124,216480,218829,220703,222588,224488,226029,227118,227866,228467,228913,229072,229623,230277,231230,231901,232583,233006,233040,232807,232435,232160,231440,230684,230113,229938,229576,228385,227029,225519,224222,223181,222480,221935,220895,219508,218086,216611,215235,213580,212384,211413,210424,209475,208294,207701,207283,207348,206947,206335,205888,205875,205667,204666,203367,201643,200039,198243,197193,196152,194692,193380,192058,191299,190123,189155,188326,187606,186975,186161,185510,184734,184502,184199,184395,184529,184751,184925,185228,185802,186298,186943,187232,187660,188278,189432,190617,191293,191611,191882,192315,192959,193187,193682,194169,195086,195637,196246,196706,196952,197369,197717,198040,198064,198301,198855,199155,199351,199531,200009,200920,202097,202547,202612,202572,202935,203260,203349,203939,204685,205197,205555,206061,207213,208317,209371,210109,210944,211888,213294,214543,215545,216214,217185,218411,219776,220897,221428,221849,222443,223326,224210,225112,226339,227692,229080,230173,230985,231611,232273,232796,233379,234090,235285,236577,237839,238831,239689,240588,241423,242239,243052,243961,244773,245630,245901,246525
